long_name,county_name,state_abbr,state_name,region_name,division_name,fips
"MS, Holmes County",Holmes County,MS,Mississippi,South,East South Central,28051.0
"MS, Humphreys County",Humphreys County,MS,Mississippi,South,East South Central,28053.0
"MS, Issaquena County",Issaquena County,MS,Mississippi,South,East South Central,28055.0
"MS, Itawamba County",Itawamba County,MS,Mississippi,South,East South Central,28057.0
"MS, Jackson County",Jackson County,MS,Mississippi,South,East South Central,28059.0
"MS, Jasper County",Jasper County,MS,Mississippi,South,East South Central,28061.0
"MS, Jefferson County",Jefferson County,MS,Mississippi,South,East South Central,28063.0
"MS, Jefferson Davis County",Jefferson Davis County,MS,Mississippi,South,East South Central,28065.0
"MS, Jones County",Jones County,MS,Mississippi,South,East South Central,28067.0
"MS, Kemper County",Kemper County,MS,Mississippi,South,East South Central,28069.0
"MS, Lafayette County",Lafayette County,MS,Mississippi,South,East South Central,28071.0
"MS, Lamar County",Lamar County,MS,Mississippi,South,East South Central,28073.0
"MS, Lauderdale County",Lauderdale County,MS,Mississippi,South,East South Central,28075.0
"MS, Lawrence County",Lawrence County,MS,Mississippi,South,East South Central,28077.0
"MS, Leake County",Leake County,MS,Mississippi,South,East South Central,28079.0
"MS, Lee County",Lee County,MS,Mississippi,South,East South Central,28081.0
"MS, Leflore County",Leflore County,MS,Mississippi,South,East South Central,28083.0
"MS, Lincoln County",Lincoln County,MS,Mississippi,South,East South Central,28085.0
"MS, Lowndes County",Lowndes County,MS,Mississippi,South,East South Central,28087.0
"MS, Madison County",Madison County,MS,Mississippi,South,East South Central,28089.0
"MS, Marion County",Marion County,MS,Mississippi,South,East South Central,28091.0
"MS, Marshall County",Marshall County,MS,Mississippi,South,East South Central,28093.0
"MS, Monroe County",Monroe County,MS,Mississippi,South,East South Central,28095.0
"MS, Montgomery County",Montgomery County,MS,Mississippi,South,East South Central,28097.0
"MS, Neshoba County",Neshoba County,MS,Mississippi,South,East South Central,28099.0
"MS, Newton County",Newton County,MS,Mississippi,South,East South Central,28101.0
"MS, Noxubee County",Noxubee County,MS,Mississippi,South,East South Central,28103.0
"MS, Oktibbeha County",Oktibbeha County,MS,Mississippi,South,East South Central,28105.0
"MS, Panola County",Panola County,MS,Mississippi,South,East South Central,28107.0
"MS, Pearl River County",Pearl River County,MS,Mississippi,South,East South Central,28109.0
"MS, Perry County",Perry County,MS,Mississippi,South,East South Central,28111.0
"MS, Pike County",Pike County,MS,Mississippi,South,East South Central,28113.0
"MS, Pontotoc County",Pontotoc County,MS,Mississippi,South,East South Central,28115.0
"MS, Prentiss County",Prentiss County,MS,Mississippi,South,East South Central,28117.0
"MS, Quitman County",Quitman County,MS,Mississippi,South,East South Central,28119.0
"MS, Rankin County",Rankin County,MS,Mississippi,South,East South Central,28121.0
"MS, Scott County",Scott County,MS,Mississippi,South,East South Central,28123.0
"MS, Sharkey County",Sharkey County,MS,Mississippi,South,East South Central,28125.0
"MS, Simpson County",Simpson County,MS,Mississippi,South,East South Central,28127.0
"MS, Smith County",Smith County,MS,Mississippi,South,East South Central,28129.0
"MS, Stone County",Stone County,MS,Mississippi,South,East South Central,28131.0
"MS, Sunflower County",Sunflower County,MS,Mississippi,South,East South Central,28133.0
"MS, Tallahatchie County",Tallahatchie County,MS,Mississippi,South,East South Central,28135.0
"MS, Tate County",Tate County,MS,Mississippi,South,East South Central,28137.0
"MS, Tippah County",Tippah County,MS,Mississippi,South,East South Central,28139.0
"MS, Tishomingo County",Tishomingo County,MS,Mississippi,South,East South Central,28141.0
"MS, Tunica County",Tunica County,MS,Mississippi,South,East South Central,28143.0
"MS, Union County",Union County,MS,Mississippi,South,East South Central,28145.0
"MS, Walthall County",Walthall County,MS,Mississippi,South,East South Central,28147.0
"MS, Warren County",Warren County,MS,Mississippi,South,East South Central,28149.0
"MS, Washington County",Washington County,MS,Mississippi,South,East South Central,28151.0
"MS, Wayne County",Wayne County,MS,Mississippi,South,East South Central,28153.0
"MS, Webster County",Webster County,MS,Mississippi,South,East South Central,28155.0
"MS, Wilkinson County",Wilkinson County,MS,Mississippi,South,East South Central,28157.0
"MS, Winston County",Winston County,MS,Mississippi,South,East South Central,28159.0
"MS, Yalobusha County",Yalobusha County,MS,Mississippi,South,East South Central,28161.0
"MS, Yazoo County",Yazoo County,MS,Mississippi,South,East South Central,28163.0
"MT, Beaverhead County",Beaverhead County,MT,Montana,West,Mountain,30001.0
"MT, Big Horn County",Big Horn County,MT,Montana,West,Mountain,30003.0
"MT, Blaine County",Blaine County,MT,Montana,West,Mountain,30005.0
"MT, Broadwater County",Broadwater County,MT,Montana,West,Mountain,30007.0
"MT, Carbon County",Carbon County,MT,Montana,West,Mountain,30009.0
"MT, Carter County",Carter County,MT,Montana,West,Mountain,30011.0
"MT, Cascade County",Cascade County,MT,Montana,West,Mountain,30013.0
"MT, Chouteau County",Chouteau County,MT,Montana,West,Mountain,30015.0
"MT, Custer County",Custer County,MT,Montana,West,Mountain,30017.0
"MT, Daniels County",Daniels County,MT,Montana,West,Mountain,30019.0
"MT, Dawson County",Dawson County,MT,Montana,West,Mountain,30021.0
"MT, Deer Lodge County",Deer Lodge County,MT,Montana,West,Mountain,30023.0
"MT, Fallon County",Fallon County,MT,Montana,West,Mountain,30025.0
"MT, Fergus County",Fergus County,MT,Montana,West,Mountain,30027.0
"MT, Flathead County",Flathead County,MT,Montana,West,Mountain,30029.0
"MT, Gallatin County",Gallatin County,MT,Montana,West,Mountain,30031.0
"MT, Garfield County",Garfield County,MT,Montana,West,Mountain,30033.0
"MT, Glacier County",Glacier County,MT,Montana,West,Mountain,30035.0
"MT, Golden Valley County",Golden Valley County,MT,Montana,West,Mountain,30037.0
"MT, Granite County",Granite County,MT,Montana,West,Mountain,30039.0
"MT, Hill County",Hill County,MT,Montana,West,Mountain,30041.0
"MT, Jefferson County",Jefferson County,MT,Montana,West,Mountain,30043.0
"MT, Judith Basin County",Judith Basin County,MT,Montana,West,Mountain,30045.0
"MT, Lake County",Lake County,MT,Montana,West,Mountain,30047.0
"MT, Lewis and Clark County",Lewis and Clark County,MT,Montana,West,Mountain,30049.0
"MT, Liberty County",Liberty County,MT,Montana,West,Mountain,30051.0
"MT, Lincoln County",Lincoln County,MT,Montana,West,Mountain,30053.0
"MT, Madison County",Madison County,MT,Montana,West,Mountain,30057.0
"MT, McCone County",McCone County,MT,Montana,West,Mountain,30055.0
"MT, Meagher County",Meagher County,MT,Montana,West,Mountain,30059.0
"MT, Mineral County",Mineral County,MT,Montana,West,Mountain,30061.0
"MT, Missoula County",Missoula County,MT,Montana,West,Mountain,30063.0
"MT, Musselshell County",Musselshell County,MT,Montana,West,Mountain,30065.0
"MT, Park County",Park County,MT,Montana,West,Mountain,30067.0
"MT, Petroleum County",Petroleum County,MT,Montana,West,Mountain,30069.0
"MT, Phillips County",Phillips County,MT,Montana,West,Mountain,30071.0
"MT, Pondera County",Pondera County,MT,Montana,West,Mountain,30073.0
"MT, Powder River County",Powder River County,MT,Montana,West,Mountain,30075.0
"MT, Powell County",Powell County,MT,Montana,West,Mountain,30077.0
"MT, Prairie County",Prairie County,MT,Montana,West,Mountain,30079.0
"MT, Ravalli County",Ravalli County,MT,Montana,West,Mountain,30081.0
"MT, Richland County",Richland County,MT,Montana,West,Mountain,30083.0
"MT, Roosevelt County",Roosevelt County,MT,Montana,West,Mountain,30085.0
"MT, Rosebud County",Rosebud County,MT,Montana,West,Mountain,30087.0
"MT, Sanders County",Sanders County,MT,Montana,West,Mountain,30089.0
"MT, Sheridan County",Sheridan County,MT,Montana,West,Mountain,30091.0
"MT, Silver Bow County",Silver Bow County,MT,Montana,West,Mountain,30093.0
"MT, Stillwater County",Stillwater County,MT,Montana,West,Mountain,30095.0
"MT, Sweet Grass County",Sweet Grass County,MT,Montana,West,Mountain,30097.0
"MT, Teton County",Teton County,MT,Montana,West,Mountain,30099.0
"MT, Toole County",Toole County,MT,Montana,West,Mountain,30101.0
"MT, Treasure County",Treasure County,MT,Montana,West,Mountain,30103.0
"MT, Valley County",Valley County,MT,Montana,West,Mountain,30105.0
"MT, Wheatland County",Wheatland County,MT,Montana,West,Mountain,30107.0
"MT, Wibaux County",Wibaux County,MT,Montana,West,Mountain,30109.0
"MT, Yellowstone County",Yellowstone County,MT,Montana,West,Mountain,30111.0
"NC, Alamance County",Alamance County,NC,North Carolina,South,South Atlantic,37001.0
"NC, Alexander County",Alexander County,NC,North Carolina,South,South Atlantic,37003.0
"NC, Alleghany County",Alleghany County,NC,North Carolina,South,South Atlantic,37005.0
"NC, Anson County",Anson County,NC,North Carolina,South,South Atlantic,37007.0
"NC, Ashe County",Ashe County,NC,North Carolina,South,South Atlantic,37009.0
"NC, Avery County",Avery County,NC,North Carolina,South,South Atlantic,37011.0
"NC, Beaufort County",Beaufort County,NC,North Carolina,South,South Atlantic,37013.0
"NC, Bertie County",Bertie County,NC,North Carolina,South,South Atlantic,37015.0
"NC, Bladen County",Bladen County,NC,North Carolina,South,South Atlantic,37017.0
"NC, Brunswick County",Brunswick County,NC,North Carolina,South,South Atlantic,37019.0
"NC, Buncombe County",Buncombe County,NC,North Carolina,South,South Atlantic,37021.0
"NC, Burke County",Burke County,NC,North Carolina,South,South Atlantic,37023.0
"NC, Cabarrus County",Cabarrus County,NC,North Carolina,South,South Atlantic,37025.0
"NC, Caldwell County",Caldwell County,NC,North Carolina,South,South Atlantic,37027.0
"NC, Camden County",Camden County,NC,North Carolina,South,South Atlantic,37029.0
"NC, Carteret County",Carteret County,NC,North Carolina,South,South Atlantic,37031.0
"NC, Caswell County",Caswell County,NC,North Carolina,South,South Atlantic,37033.0
"NC, Catawba County",Catawba County,NC,North Carolina,South,South Atlantic,37035.0
"NC, Chatham County",Chatham County,NC,North Carolina,South,South Atlantic,37037.0
"NC, Cherokee County",Cherokee County,NC,North Carolina,South,South Atlantic,37039.0
"NC, Chowan County",Chowan County,NC,North Carolina,South,South Atlantic,37041.0
"NC, Clay County",Clay County,NC,North Carolina,South,South Atlantic,37043.0
"NC, Cleveland County",Cleveland County,NC,North Carolina,South,South Atlantic,37045.0
"NC, Columbus County",Columbus County,NC,North Carolina,South,South Atlantic,37047.0
"NC, Craven County",Craven County,NC,North Carolina,South,South Atlantic,37049.0
"NC, Cumberland County",Cumberland County,NC,North Carolina,South,South Atlantic,37051.0
"NC, Currituck County",Currituck County,NC,North Carolina,South,South Atlantic,37053.0
"NC, Dare County",Dare County,NC,North Carolina,South,South Atlantic,37055.0
"NC, Davidson County",Davidson County,NC,North Carolina,South,South Atlantic,37057.0
"NC, Davie County",Davie County,NC,North Carolina,South,South Atlantic,37059.0
"NC, Duplin County",Duplin County,NC,North Carolina,South,South Atlantic,37061.0
"NC, Durham County",Durham County,NC,North Carolina,South,South Atlantic,37063.0
"NC, Edgecombe County",Edgecombe County,NC,North Carolina,South,South Atlantic,37065.0
"NC, Forsyth County",Forsyth County,NC,North Carolina,South,South Atlantic,37067.0
"NC, Franklin County",Franklin County,NC,North Carolina,South,South Atlantic,37069.0
"NC, Gaston County",Gaston County,NC,North Carolina,South,South Atlantic,37071.0
"NC, Gates County",Gates County,NC,North Carolina,South,South Atlantic,37073.0
"NC, Graham County",Graham County,NC,North Carolina,South,South Atlantic,37075.0
"NC, Granville County",Granville County,NC,North Carolina,South,South Atlantic,37077.0
"NC, Greene County",Greene County,NC,North Carolina,South,South Atlantic,37079.0
"NC, Guilford County",Guilford County,NC,North Carolina,South,South Atlantic,37081.0
"NC, Halifax County",Halifax County,NC,North Carolina,South,South Atlantic,37083.0
"NC, Harnett County",Harnett County,NC,North Carolina,South,South Atlantic,37085.0
"NC, Haywood County",Haywood County,NC,North Carolina,South,South Atlantic,37087.0
"NC, Henderson County",Henderson County,NC,North Carolina,South,South Atlantic,37089.0
"NC, Hertford County",Hertford County,NC,North Carolina,South,South Atlantic,37091.0
"NC, Hoke County",Hoke County,NC,North Carolina,South,South Atlantic,37093.0
"NC, Hyde County",Hyde County,NC,North Carolina,South,South Atlantic,37095.0
"NC, Iredell County",Iredell County,NC,North Carolina,South,South Atlantic,37097.0
"NC, Jackson County",Jackson County,NC,North Carolina,South,South Atlantic,37099.0
"NC, Johnston County",Johnston County,NC,North Carolina,South,South Atlantic,37101.0
"NC, Jones County",Jones County,NC,North Carolina,South,South Atlantic,37103.0
"NC, Lee County",Lee County,NC,North Carolina,South,South Atlantic,37105.0
"NC, Lenoir County",Lenoir County,NC,North Carolina,South,South Atlantic,37107.0
"NC, Lincoln County",Lincoln County,NC,North Carolina,South,South Atlantic,37109.0
"NC, Macon County",Macon County,NC,North Carolina,South,South Atlantic,37113.0
"NC, Madison County",Madison County,NC,North Carolina,South,South Atlantic,37115.0
"NC, Martin County",Martin County,NC,North Carolina,South,South Atlantic,37117.0
"NC, McDowell County",McDowell County,NC,North Carolina,South,South Atlantic,37111.0
"NC, Mecklenburg County",Mecklenburg County,NC,North Carolina,South,South Atlantic,37119.0
"NC, Mitchell County",Mitchell County,NC,North Carolina,South,South Atlantic,37121.0
"NC, Montgomery County",Montgomery County,NC,North Carolina,South,South Atlantic,37123.0
"NC, Moore County",Moore County,NC,North Carolina,South,South Atlantic,37125.0
"NC, Nash County",Nash County,NC,North Carolina,South,South Atlantic,37127.0
"NC, New Hanover County",New Hanover County,NC,North Carolina,South,South Atlantic,37129.0
"NC, Northampton County",Northampton County,NC,North Carolina,South,South Atlantic,37131.0
"NC, Onslow County",Onslow County,NC,North Carolina,South,South Atlantic,37133.0
"NC, Orange County",Orange County,NC,North Carolina,South,South Atlantic,37135.0
"NC, Pamlico County",Pamlico County,NC,North Carolina,South,South Atlantic,37137.0
"NC, Pasquotank County",Pasquotank County,NC,North Carolina,South,South Atlantic,37139.0
"NC, Pender County",Pender County,NC,North Carolina,South,South Atlantic,37141.0
"NC, Perquimans County",Perquimans County,NC,North Carolina,South,South Atlantic,37143.0
"NC, Person County",Person County,NC,North Carolina,South,South Atlantic,37145.0
"NC, Pitt County",Pitt County,NC,North Carolina,South,South Atlantic,37147.0
"NC, Polk County",Polk County,NC,North Carolina,South,South Atlantic,37149.0
"NC, Randolph County",Randolph County,NC,North Carolina,South,South Atlantic,37151.0
"NC, Richmond County",Richmond County,NC,North Carolina,South,South Atlantic,37153.0
"NC, Robeson County",Robeson County,NC,North Carolina,South,South Atlantic,37155.0
"NC, Rockingham County",Rockingham County,NC,North Carolina,South,South Atlantic,37157.0
"NC, Rowan County",Rowan County,NC,North Carolina,South,South Atlantic,37159.0
"NC, Rutherford County",Rutherford County,NC,North Carolina,South,South Atlantic,37161.0
"NC, Sampson County",Sampson County,NC,North Carolina,South,South Atlantic,37163.0
"NC, Scotland County",Scotland County,NC,North Carolina,South,South Atlantic,37165.0
"NC, Stanly County",Stanly County,NC,North Carolina,South,South Atlantic,37167.0
"NC, Stokes County",Stokes County,NC,North Carolina,South,South Atlantic,37169.0
"NC, Surry County",Surry County,NC,North Carolina,South,South Atlantic,37171.0
"NC, Swain County",Swain County,NC,North Carolina,South,South Atlantic,37173.0
"NC, Transylvania County",Transylvania County,NC,North Carolina,South,South Atlantic,37175.0
"NC, Tyrrell County",Tyrrell County,NC,North Carolina,South,South Atlantic,37177.0
"NC, Union County",Union County,NC,North Carolina,South,South Atlantic,37179.0
"NC, Vance County",Vance County,NC,North Carolina,South,South Atlantic,37181.0
"NC, Wake County",Wake County,NC,North Carolina,South,South Atlantic,37183.0
"NC, Warren County",Warren County,NC,North Carolina,South,South Atlantic,37185.0
"NC, Washington County",Washington County,NC,North Carolina,South,South Atlantic,37187.0
"NC, Watauga County",Watauga County,NC,North Carolina,South,South Atlantic,37189.0
"NC, Wayne County",Wayne County,NC,North Carolina,South,South Atlantic,37191.0
"NC, Wilkes County",Wilkes County,NC,North Carolina,South,South Atlantic,37193.0
"NC, Wilson County",Wilson County,NC,North Carolina,South,South Atlantic,37195.0
"NC, Yadkin County",Yadkin County,NC,North Carolina,South,South Atlantic,37197.0
"NC, Yancey County",Yancey County,NC,North Carolina,South,South Atlantic,37199.0
"ND, Adams County",Adams County,ND,North Dakota,Midwest,West North Central,38001.0
"ND, Barnes County",Barnes County,ND,North Dakota,Midwest,West North Central,38003.0
"ND, Benson County",Benson County,ND,North Dakota,Midwest,West North Central,38005.0
"ND, Billings County",Billings County,ND,North Dakota,Midwest,West North Central,38007.0
"ND, Bottineau County",Bottineau County,ND,North Dakota,Midwest,West North Central,38009.0
"ND, Bowman County",Bowman County,ND,North Dakota,Midwest,West North Central,38011.0
"ND, Burke County",Burke County,ND,North Dakota,Midwest,West North Central,38013.0
"ND, Burleigh County",Burleigh County,ND,North Dakota,Midwest,West North Central,38015.0
"ND, Cass County",Cass County,ND,North Dakota,Midwest,West North Central,38017.0
"ND, Cavalier County",Cavalier County,ND,North Dakota,Midwest,West North Central,38019.0
"ND, Dickey County",Dickey County,ND,North Dakota,Midwest,West North Central,38021.0
"ND, Divide County",Divide County,ND,North Dakota,Midwest,West North Central,38023.0
"ND, Dunn County",Dunn County,ND,North Dakota,Midwest,West North Central,38025.0
"ND, Eddy County",Eddy County,ND,North Dakota,Midwest,West North Central,38027.0
"ND, Emmons County",Emmons County,ND,North Dakota,Midwest,West North Central,38029.0
"ND, Foster County",Foster County,ND,North Dakota,Midwest,West North Central,38031.0
"ND, Golden Valley County",Golden Valley County,ND,North Dakota,Midwest,West North Central,38033.0
"ND, Grand Forks County",Grand Forks County,ND,North Dakota,Midwest,West North Central,38035.0
"ND, Grant County",Grant County,ND,North Dakota,Midwest,West North Central,38037.0
"ND, Griggs County",Griggs County,ND,North Dakota,Midwest,West North Central,38039.0
"ND, Hettinger County",Hettinger County,ND,North Dakota,Midwest,West North Central,38041.0
"ND, Kidder County",Kidder County,ND,North Dakota,Midwest,West North Central,38043.0
"ND, LaMoure County",LaMoure County,ND,North Dakota,Midwest,West North Central,38045.0
"ND, Logan County",Logan County,ND,North Dakota,Midwest,West North Central,38047.0
"ND, McHenry County",McHenry County,ND,North Dakota,Midwest,West North Central,38049.0
"ND, McIntosh County",McIntosh County,ND,North Dakota,Midwest,West North Central,38051.0
"ND, McKenzie County",McKenzie County,ND,North Dakota,Midwest,West North Central,38053.0
"ND, McLean County",McLean County,ND,North Dakota,Midwest,West North Central,38055.0
"ND, Mercer County",Mercer County,ND,North Dakota,Midwest,West North Central,38057.0
"ND, Morton County",Morton County,ND,North Dakota,Midwest,West North Central,38059.0
"ND, Mountrail County",Mountrail County,ND,North Dakota,Midwest,West North Central,38061.0
"ND, Nelson County",Nelson County,ND,North Dakota,Midwest,West North Central,38063.0
"ND, Oliver County",Oliver County,ND,North Dakota,Midwest,West North Central,38065.0
"ND, Pembina County",Pembina County,ND,North Dakota,Midwest,West North Central,38067.0
"ND, Pierce County",Pierce County,ND,North Dakota,Midwest,West North Central,38069.0
"ND, Ramsey County",Ramsey County,ND,North Dakota,Midwest,West North Central,38071.0
"ND, Ransom County",Ransom County,ND,North Dakota,Midwest,West North Central,38073.0
"ND, Renville County",Renville County,ND,North Dakota,Midwest,West North Central,38075.0
"ND, Richland County",Richland County,ND,North Dakota,Midwest,West North Central,38077.0
"ND, Rolette County",Rolette County,ND,North Dakota,Midwest,West North Central,38079.0
"ND, Sargent County",Sargent County,ND,North Dakota,Midwest,West North Central,38081.0
"ND, Sheridan County",Sheridan County,ND,North Dakota,Midwest,West North Central,38083.0
"ND, Sioux County",Sioux County,ND,North Dakota,Midwest,West North Central,38085.0
"ND, Slope County",Slope County,ND,North Dakota,Midwest,West North Central,38087.0
"ND, Stark County",Stark County,ND,North Dakota,Midwest,West North Central,38089.0
"ND, Steele County",Steele County,ND,North Dakota,Midwest,West North Central,38091.0
"ND, Stutsman County",Stutsman County,ND,North Dakota,Midwest,West North Central,38093.0
"ND, Towner County",Towner County,ND,North Dakota,Midwest,West North Central,38095.0
"ND, Traill County",Traill County,ND,North Dakota,Midwest,West North Central,38097.0
"ND, Walsh County",Walsh County,ND,North Dakota,Midwest,West North Central,38099.0
"ND, Ward County",Ward County,ND,North Dakota,Midwest,West North Central,38101.0
"ND, Wells County",Wells County,ND,North Dakota,Midwest,West North Central,38103.0
"ND, Williams County",Williams County,ND,North Dakota,Midwest,West North Central,38105.0
"NE, Adams County",Adams County,NE,Nebraska,Midwest,West North Central,31001.0
"NE, Antelope County",Antelope County,NE,Nebraska,Midwest,West North Central,31003.0
"NE, Arthur County",Arthur County,NE,Nebraska,Midwest,West North Central,31005.0
"NE, Banner County",Banner County,NE,Nebraska,Midwest,West North Central,31007.0
"NE, Blaine County",Blaine County,NE,Nebraska,Midwest,West North Central,31009.0
"NE, Boone County",Boone County,NE,Nebraska,Midwest,West North Central,31011.0
"NE, Box Butte County",Box Butte County,NE,Nebraska,Midwest,West North Central,31013.0
"NE, Boyd County",Boyd County,NE,Nebraska,Midwest,West North Central,31015.0
"NE, Brown County",Brown County,NE,Nebraska,Midwest,West North Central,31017.0
"NE, Buffalo County",Buffalo County,NE,Nebraska,Midwest,West North Central,31019.0
"NE, Burt County",Burt County,NE,Nebraska,Midwest,West North Central,31021.0
"NE, Butler County",Butler County,NE,Nebraska,Midwest,West North Central,31023.0
"NE, Cass County",Cass County,NE,Nebraska,Midwest,West North Central,31025.0
"NE, Cedar County",Cedar County,NE,Nebraska,Midwest,West North Central,31027.0
"NE, Chase County",Chase County,NE,Nebraska,Midwest,West North Central,31029.0
"NE, Cherry County",Cherry County,NE,Nebraska,Midwest,West North Central,31031.0
"NE, Cheyenne County",Cheyenne County,NE,Nebraska,Midwest,West North Central,31033.0
"NE, Clay County",Clay County,NE,Nebraska,Midwest,West North Central,31035.0
"NE, Colfax County",Colfax County,NE,Nebraska,Midwest,West North Central,31037.0
"NE, Cuming County",Cuming County,NE,Nebraska,Midwest,West North Central,31039.0
"NE, Custer County",Custer County,NE,Nebraska,Midwest,West North Central,31041.0
"NE, Dakota County",Dakota County,NE,Nebraska,Midwest,West North Central,31043.0
"NE, Dawes County",Dawes County,NE,Nebraska,Midwest,West North Central,31045.0
"NE, Dawson County",Dawson County,NE,Nebraska,Midwest,West North Central,31047.0
"NE, Deuel County",Deuel County,NE,Nebraska,Midwest,West North Central,31049.0
"NE, Dixon County",Dixon County,NE,Nebraska,Midwest,West North Central,31051.0
"NE, Dodge County",Dodge County,NE,Nebraska,Midwest,West North Central,31053.0
"NE, Douglas County",Douglas County,NE,Nebraska,Midwest,West North Central,31055.0
"NE, Dundy County",Dundy County,NE,Nebraska,Midwest,West North Central,31057.0
"NE, Fillmore County",Fillmore County,NE,Nebraska,Midwest,West North Central,31059.0
"NE, Franklin County",Franklin County,NE,Nebraska,Midwest,West North Central,31061.0
"NE, Frontier County",Frontier County,NE,Nebraska,Midwest,West North Central,31063.0
"NE, Furnas County",Furnas County,NE,Nebraska,Midwest,West North Central,31065.0
"NE, Gage County",Gage County,NE,Nebraska,Midwest,West North Central,31067.0
"NE, Garden County",Garden County,NE,Nebraska,Midwest,West North Central,31069.0
"NE, Garfield County",Garfield County,NE,Nebraska,Midwest,West North Central,31071.0
"NE, Gosper County",Gosper County,NE,Nebraska,Midwest,West North Central,31073.0
"NE, Grant County",Grant County,NE,Nebraska,Midwest,West North Central,31075.0
"NE, Greeley County",Greeley County,NE,Nebraska,Midwest,West North Central,31077.0
"NE, Hall County",Hall County,NE,Nebraska,Midwest,West North Central,31079.0
"NE, Hamilton County",Hamilton County,NE,Nebraska,Midwest,West North Central,31081.0
"NE, Harlan County",Harlan County,NE,Nebraska,Midwest,West North Central,31083.0
"NE, Hayes County",Hayes County,NE,Nebraska,Midwest,West North Central,31085.0
"NE, Hitchcock County",Hitchcock County,NE,Nebraska,Midwest,West North Central,31087.0
"NE, Holt County",Holt County,NE,Nebraska,Midwest,West North Central,31089.0
"NE, Hooker County",Hooker County,NE,Nebraska,Midwest,West North Central,31091.0
"NE, Howard County",Howard County,NE,Nebraska,Midwest,West North Central,31093.0
"NE, Jefferson County",Jefferson County,NE,Nebraska,Midwest,West North Central,31095.0
"NE, Johnson County",Johnson County,NE,Nebraska,Midwest,West North Central,31097.0
"NE, Kearney County",Kearney County,NE,Nebraska,Midwest,West North Central,31099.0
"NE, Keith County",Keith County,NE,Nebraska,Midwest,West North Central,31101.0
"NE, Keya Paha County",Keya Paha County,NE,Nebraska,Midwest,West North Central,31103.0
"NE, Kimball County",Kimball County,NE,Nebraska,Midwest,West North Central,31105.0
"NE, Knox County",Knox County,NE,Nebraska,Midwest,West North Central,31107.0
"NE, Lancaster County",Lancaster County,NE,Nebraska,Midwest,West North Central,31109.0
"NE, Lincoln County",Lincoln County,NE,Nebraska,Midwest,West North Central,31111.0
"NE, Logan County",Logan County,NE,Nebraska,Midwest,West North Central,31113.0
"NE, Loup County",Loup County,NE,Nebraska,Midwest,West North Central,31115.0
"NE, Madison County",Madison County,NE,Nebraska,Midwest,West North Central,31119.0
"NE, McPherson County",McPherson County,NE,Nebraska,Midwest,West North Central,31117.0
"NE, Merrick County",Merrick County,NE,Nebraska,Midwest,West North Central,31121.0
"NE, Morrill County",Morrill County,NE,Nebraska,Midwest,West North Central,31123.0
"NE, Nance County",Nance County,NE,Nebraska,Midwest,West North Central,31125.0
"NE, Nemaha County",Nemaha County,NE,Nebraska,Midwest,West North Central,31127.0
"NE, Nuckolls County",Nuckolls County,NE,Nebraska,Midwest,West North Central,31129.0
"NE, Otoe County",Otoe County,NE,Nebraska,Midwest,West North Central,31131.0
"NE, Pawnee County",Pawnee County,NE,Nebraska,Midwest,West North Central,31133.0
"NE, Perkins County",Perkins County,NE,Nebraska,Midwest,West North Central,31135.0
"NE, Phelps County",Phelps County,NE,Nebraska,Midwest,West North Central,31137.0
"NE, Pierce County",Pierce County,NE,Nebraska,Midwest,West North Central,31139.0
"NE, Platte County",Platte County,NE,Nebraska,Midwest,West North Central,31141.0
"NE, Polk County",Polk County,NE,Nebraska,Midwest,West North Central,31143.0
"NE, Red Willow County",Red Willow County,NE,Nebraska,Midwest,West North Central,31145.0
"NE, Richardson County",Richardson County,NE,Nebraska,Midwest,West North Central,31147.0
"NE, Rock County",Rock County,NE,Nebraska,Midwest,West North Central,31149.0
"NE, Saline County",Saline County,NE,Nebraska,Midwest,West North Central,31151.0
"NE, Sarpy County",Sarpy County,NE,Nebraska,Midwest,West North Central,31153.0
"NE, Saunders County",Saunders County,NE,Nebraska,Midwest,West North Central,31155.0
"NE, Scotts Bluff County",Scotts Bluff County,NE,Nebraska,Midwest,West North Central,31157.0
"NE, Seward County",Seward County,NE,Nebraska,Midwest,West North Central,31159.0
"NE, Sheridan County",Sheridan County,NE,Nebraska,Midwest,West North Central,31161.0
"NE, Sherman County",Sherman County,NE,Nebraska,Midwest,West North Central,31163.0
"NE, Sioux County",Sioux County,NE,Nebraska,Midwest,West North Central,31165.0
"NE, Stanton County",Stanton County,NE,Nebraska,Midwest,West North Central,31167.0
"NE, Thayer County",Thayer County,NE,Nebraska,Midwest,West North Central,31169.0
"NE, Thomas County",Thomas County,NE,Nebraska,Midwest,West North Central,31171.0
"NE, Thurston County",Thurston County,NE,Nebraska,Midwest,West North Central,31173.0
"NE, Valley County",Valley County,NE,Nebraska,Midwest,West North Central,31175.0
"NE, Washington County",Washington County,NE,Nebraska,Midwest,West North Central,31177.0
"NE, Wayne County",Wayne County,NE,Nebraska,Midwest,West North Central,31179.0
"NE, Webster County",Webster County,NE,Nebraska,Midwest,West North Central,31181.0
"NE, Wheeler County",Wheeler County,NE,Nebraska,Midwest,West North Central,31183.0
"NE, York County",York County,NE,Nebraska,Midwest,West North Central,31185.0
"NH, Belknap County",Belknap County,NH,New Hampshire,Northeast,New England,33001.0
"NH, Carroll County",Carroll County,NH,New Hampshire,Northeast,New England,33003.0
